Date	Workout Name	Duration	Exercise Name	Set Order	Weight	Reps	Distance	Seconds	RPE
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Tricep Pushdown Individual (Rope)	F	12.5	8	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Tricep Pushdown Individual (Rope)	5	12.5	20	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Tricep Pushdown Individual (Rope)	D	12.5	5	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Tricep Pushdown Individual (Rope)	D	12.5	6	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Tricep Pushdown Individual (Rope)	F	12.5	8	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	1	5	23	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	F	5	6	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	3	5	14	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	D	5	4	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	F	5	4	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	5	5	15	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	D	5	3	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	D	5	2	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Biceps Strict Curls	F	5	4	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Triceps Extension Leaning Forward 	1	21	11	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Triceps Extension Leaning Forward 	2	21	12	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Triceps Extension Leaning Forward 	3	21	12	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Hammer Curl (Cable)	1	21	10	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Hammer Curl (Cable)	2	21	8	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Hammer Curl (Cable)	3	21	7	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Triceps Extension (Cable)	1	10	14	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Triceps Extension (Cable)	2	10	8	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Triceps Extension (Cable)	3	10	6	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Hammer Curl (Dumbbell)	1	12	11	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Hammer Curl (Dumbbell)	2	12	11	0	0	
2023-05-25 9:43:48	Arms/Shoulders 	1h 52m	Hammer Curl (Dumbbell)	3	12	12	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Straight Arm Pull down 	1	17.5	14	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Straight Arm Pull down 	2	17.5	13	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Straight Arm Pull down 	3	17.5	8	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Incline Bench Press (Dumbbell)	1	22	6	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Incline Bench Press (Dumbbell)	2	22	5	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Incline Bench Press (Dumbbell)	3	16	9	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Seated Wide-Grip Row (Cable)	1	13	11	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Seated Wide-Grip Row (Cable)	2	13	11	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Seated Wide-Grip Row (Cable)	3	13	10	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Incline Bench Press (Smith Machine)	1	10	9	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Incline Bench Press (Smith Machine)	2	10	6	0	0	
2023-05-26 12:14:30	Chest & Back	1h 10m	Incline Bench Press (Smith Machine)	3	10	13	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Shoulder Press (Plate Loaded)	1	26.25	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Shoulder Press (Plate Loaded)	2	26.25	5	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Shoulder Press (Plate Loaded)	3	26.25	6	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Upright Row (Barbell)	1	15	20	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Upright Row (Barbell)	2	15	20	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Upright Row (Barbell)	3	15	20	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	1	15	12	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	F	15	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	3	12.5	16	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	D	12.5	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	F	12.5	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	5	12.5	21	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	D	12.5	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	D	12.5	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Tricep Pushdown Individual (Rope)	F	12.5	9	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	1	6.25	16	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	F	6.25	4	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	3	6.25	11	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	D	6.25	3	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	F	6.25	2	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	5	6.25	12	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	D	6.25	3	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	D	6.25	2	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Biceps Strict Curls	F	6.25	3	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Triceps Extension Leaning Forward 	1	21	14	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Triceps Extension Leaning Forward 	2	21	12	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Triceps Extension Leaning Forward 	3	21	11	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Hammer Curl (Cable)	1	21	10	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Hammer Curl (Dumbbell)	1	12	12	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Hammer Curl (Dumbbell)	2	12	7	0	0	
2023-05-29 18:22:25	Arms/Shoulders 	2h 57m	Hammer Curl (Dumbbell)	3	12	7	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Leg Extension (Machine)	1	33	8	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Leg Extension (Machine)	2	33	9	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Lunge (Dumbbell)	1	12	1	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Lunge (Dumbbell)	2	12	1	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Lunge (Dumbbell)	3	12	1	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Lunge (Dumbbell)	4	12	1	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Lunge (Dumbbell)	5	12	1	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Hip Adductor (Machine)	1	89	10	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Hip Adductor (Machine)	2	89	9	0	0	
2023-05-30 9:43:45	Legs	1h 54m	Hip Adductor (Machine)	3	89	10	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Straight Arm Pull down 	1	17.5	12	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Straight Arm Pull down 	2	17.5	10	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Straight Arm Pull down 	3	17.5	4	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Incline Bench Press (Dumbbell)	1	22	7	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Incline Bench Press (Dumbbell)	2	22	5	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Incline Bench Press (Dumbbell)	3	22	5	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Seated Wide-Grip Row (Cable)	1	13	11	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Seated Wide-Grip Row (Cable)	2	13	11	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Seated Wide-Grip Row (Cable)	3	13	12	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Chest Fly (Band)	1	8.75	11	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Chest Fly (Band)	2	8.75	13	0	0	
2023-05-31 18:24:13	Chest & Back	1h 47m	Chest Fly (Band)	3	8.75	11	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	1	12.5	20	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	F	12.5	7	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	3	15	13	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	D	15	8	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	F	15	6	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	5	12.5	16	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	D	12.5	5	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	D	12.5	6	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Tricep Pushdown Individual (Rope)	F	12.5	6	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	1	6.25	19	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	F	6.25	3	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	3	6.25	13	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	D	6.25	3	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	F	6.25	2	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	5	6.25	14	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	D	6.25	2	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	D	6.25	2	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Biceps Strict Curls	F	6.25	2	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Triceps Extension Leaning Forward 	1	21	15	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Triceps Extension Leaning Forward 	2	21	20	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Triceps Extension Leaning Forward 	3	21	23	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Hammer Curl (Dumbbell)	1	12	8	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Hammer Curl (Dumbbell)	2	12	5	0	0	
2023-06-01 17:14:09	Arms/Shoulders 	1h 31m	Hammer Curl (Dumbbell)	3	12	5	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Straight Arm Pull down 	1	17.5	13	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Straight Arm Pull down 	2	17.5	10	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Straight Arm Pull down 	3	17.5	7	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Incline Bench Press (Smith Machine)	1	10	11	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Incline Bench Press (Smith Machine)	2	10	12	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Incline Bench Press (Smith Machine)	3	10	14	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Seated Row (Cable)	1	13	15	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Seated Row (Cable)	2	16.5	10	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Seated Row (Cable)	3	16.5	11	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Chest Fly (Band)	1	8.75	17	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Chest Fly (Band)	2	11.25	10	0	0	
2023-06-05 7:10:11	Chest & Back	1h 11m	Chest Fly (Band)	3	8.75	5	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	1	6.25	20	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	F	6.25	4	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	3	6.25	15	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	D	6.25	3	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	F	6.25	2	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	5	6.25	12	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	D	6.25	2	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	D	6.25	2	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Biceps Strict Curls	F	6.25	3	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Reverse Grip Triceps Extension 	1	12.5	19	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Reverse Grip Triceps Extension 	2	12.5	16	0	0	
2023-06-06 18:41:47	Arms/Shoulders 	55m	Reverse Grip Triceps Extension 	3	12.5	13	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Curl (Barbell)	1	17.5	21	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Curl (Barbell)	2	17.5	15	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Curl (Barbell)	3	20	12	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Curl (Barbell)	4	20	12	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Upright Row (Barbell)	1	17.5	12	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Upright Row (Barbell)	2	17.5	12	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Upright Row (Barbell)	3	17.5	12	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Fly (Machine)	1	28.5	13	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Fly (Machine)	2	28.5	12	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Reverse Fly (Machine)	3	28.5	10	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Hammer Curl (Dumbbell)	1	12	11	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Hammer Curl (Dumbbell)	2	12	8	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Hammer Curl (Dumbbell)	3	12	7	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Shoulder Press (Plate Loaded)	1	25	7	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Shoulder Press (Plate Loaded)	2	25	5	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Shoulder Press (Plate Loaded)	3	25	4	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Flat Leg Raise	1	0	10	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Flat Leg Raise	2	0	14	0	0	
2023-06-07 21:39:18	Evening Workout	1h 30m	Flat Leg Raise	3	0	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Shoulder Press (Plate Loaded)	1	25	7	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Shoulder Press (Plate Loaded)	2	25	6	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Shoulder Press (Plate Loaded)	3	25	7	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Lateral Raise (Cable)	1	3.75	13	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Lateral Raise (Cable)	2	3.75	11	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Lateral Raise (Cable)	3	3.75	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Upright Row (Barbell)	1	17.5	20	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Upright Row (Barbell)	2	20	13	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Upright Row (Barbell)	3	20	11	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Front Raise (Dumbbell)	1	10	10	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Front Raise (Dumbbell)	2	10	10	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Front Raise (Dumbbell)	3	10	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	1	12.5	20	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	F	12.5	9	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	3	15	13	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	D	15	9	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	F	15	9	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	5	12.5	15	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	D	12.5	7	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	D	12.5	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Tricep Pushdown Individual (Rope)	F	12.5	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	1	6.25	18	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	F	6.25	4	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	3	6.25	9	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	D	6.25	3	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	F	6.25	4	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	5	6.25	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	D	6.25	2	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	D	6.25	3	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Biceps Strict Curls	F	6.25	4	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Reverse Grip Triceps Extension 	1	15	19	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Reverse Grip Triceps Extension 	2	15	10	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Reverse Grip Triceps Extension 	3	15	8	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Hammer Curl (Cable)	1	21	9	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Hammer Curl (Cable)	2	21	5	0	0	
2023-06-12 18:33:32	Arms/Shoulders 	2h 11m	Hammer Curl (Cable)	3	21	4	0	0	
